Date,Electric_Consumption,Factor_A,Factor_B,Factor_C,Factor_D,Factor_E,Factor_F
2023-01-02T22:00:00.000,0,1.650596202,33.66259289,25.65989097,229.582976,0,2.719055494
2023-01-02T23:00:00.000,0,1.211049538,30.69217221,30.86890841,144.2650016,0,2.702366511
2023-01-03T00:00:00.000,0,1.409322985,29.51305517,33.52258746,158.7675985,0,2.022223751
2023-01-03T01:00:00.000,0,1.325291705,29.06996886,34.47361946,225.7392305,0,1.908854336
2023-01-03T02:00:00.000,0,1.501028596,30.66413784,28.86715905,221.2045275,0,2.034674019
2023-01-03T03:00:00.000,0,1.248582188,29.03972101,27.88605579,223.0816816,0,1.553086045
2023-01-03T04:00:00.000,-0.000283333,2.093294238,29.03722843,28.02083365,198.1335907,0,0.356358511
2023-01-03T05:00:00.000,0,3.078527518,29.23541927,31.61393515,178.8114255,0,0.839599606
2023-01-03T06:00:00.000,2.445755579,2.602032143,28.64328686,34.07112757,180.2054761,0,20.59660812
2023-01-03T07:00:00.000,10.72408581,3.14405238,30.04119794,32.12945032,178.9947319,0,40.35122267
2023-01-03T08:00:00.000,15.74266156,3.995592281,31.01024214,29.54960537,173.7114258,0,60.78694026
2023-01-03T09:00:00.000,18.85497777,4.613897982,31.65530411,27.28690577,172.1965256,0,75.49517441
2023-01-03T10:00:00.000,19.89390548,4.958562358,32.44502338,25.3682526,181.0687307,0,92.89494006
2023-01-03T11:00:00.000,20.13034948,4.143342225,33.52998924,22.14473375,181.6386134,0,91.8286349
2023-01-03T12:00:00.000,20.01564201,4.337615816,34.49180476,20.00294876,171.5803057,0,96.71486028
2023-01-03T13:00:00.000,19.6364754,4.042417572,35.68556468,15.12641064,177.3039157,0,100.1722425
2023-01-03T14:00:00.000,19.29834207,4.195707199,36.78772608,13.71758461,177.2334735,0,94.50028992
2023-01-03T15:00:00.000,18.94774135,4.664409139,37.52768612,12.56224402,174.5892359,0,98.50032361
2023-01-03T16:00:00.000,16.52229993,3.934724918,37.3970871,11.98072433,173.3236605,0,181.4172262
2023-01-03T17:00:00.000,10.99222487,3.511332213,36.54691887,11.80850808,169.1813583,0,106.2979056
2023-01-03T18:00:00.000,5.216105451,4.014482774,35.47609297,11.68442027,164.6191864,0,37.85172542
2023-01-03T19:00:00.000,0.270866675,4.312789711,33.6309309,12.35141301,152.5038821,0,12.288224
2023-01-03T20:00:00.000,0,2.597256272,31.66075357,11.89014061,142.5618693,0,1.154644425
2023-01-03T21:00:00.000,0,2.114918588,30.08929125,13.28231255,146.4610354,0,0.631357652
2023-01-03T22:00:00.000,0,2.027359063,29.11333068,16.01607943,145.0617116,0,0.758604132
2023-01-03T23:00:00.000,0,2.72958709,28.30979188,19.72478565,133.4095802,0,0.584945709
2023-01-04T00:00:00.000,0,2.993442758,27.08751885,26.74947182,132.9850254,0,0.689691283
2023-01-04T01:00:00.000,0,3.472337123,26.36523867,30.91887665,138.8305219,0,0.497158634
2023-01-04T02:00:00.000,0,2.57054741,25.28162289,31.99509398,134.4168142,0,0.651912664
2023-01-04T03:00:00.000,0,2.771125898,24.51075776,30.67598184,136.4209258,0,1.043278068
2023-01-04T04:00:00.000,-0.0000167,2.691958769,23.84286149,27.38936329,137.5450147,0,1.957420657
2023-01-04T05:00:00.000,0,1.986512376,22.22882652,28.31179969,137.0523287,0,3.107977867
2023-01-04T06:00:00.000,2.762963947,1.793251015,22.01455609,28.4403197,150.0828152,0,23.69558676
2023-01-04T07:00:00.000,10.85716375,4.054615496,24.8457667,23.3987236,130.2276573,0,48.9880991
2023-01-04T08:00:00.000,18.17926383,5.087433885,25.86275562,23.68351793,133.5441628,0,67.60559781
2023-01-04T09:00:00.000,19.95385297,5.060115928,27.0410037,22.85128641,125.8028132,0,83.39587466
2023-01-04T10:00:00.000,20.27345546,5.382470401,28.26781686,21.7109278,137.1803729,0,101.2690461
2023-01-04T11:00:00.000,20.46491973,4.88942884,29.39163891,20.84989278,138.6210257,0,111.6158384
2023-01-04T12:00:00.000,20.35409196,4.244129653,30.59861628,19.31326962,136.5784041,0,116.6423842
2023-01-04T13:00:00.000,20.02432203,4.076376904,31.30264997,18.20710103,126.1055539,0,114.6793995
2023-01-04T14:00:00.000,19.56460524,3.637539509,32.19724226,15.87904628,136.1549479,0,91.96131325
2023-01-04T15:00:00.000,18.80998087,3.669590133,32.815183,14.47410703,136.8028221,0,77.45831617
2023-01-04T16:00:00.000,17.61896356,3.644810519,32.92698638,14.12605413,143.4132633,0,68.40701803
2023-01-04T17:00:00.000,13.83674184,2.976432539,32.48571396,14.15386454,134.8131072,0,55.00885487
2023-01-04T18:00:00.000,5.148027877,2.717768627,31.41626994,14.77616954,129.7137896,0,39.91293844
2023-01-04T19:00:00.000,0.287308323,2.777252399,29.79078484,16.97771899,130.3541781,0,12.2352107
2023-01-04T20:00:00.000,0,2.507932559,28.11937443,19.04093393,127.5379353,0,2.309876015
2023-01-04T21:00:00.000,0,1.297714617,25.32977136,23.09442568,105.1576951,0,2.701456189
2023-01-04T22:00:00.000,0,0.918695552,22.88651228,27.11646573,59.63160594,0,2.526333888
2023-01-04T23:00:00.000,0,1.231928979,22.35009956,27.85822566,113.5680968,0,1.611983319
2023-01-05T00:00:00.000,0,1.367689991,23.10980574,24.69546731,-192.4947176,0,1.799973994
2023-01-05T01:00:00.000,0,1.143903682,20.01122348,30.54365031,205.8235265,0,2.955456158
2023-01-05T02:00:00.000,0,0.817311185,18.27571011,33.95467154,142.4084689,0,1.961161574
2023-01-05T03:00:00.000,0,0.524105264,17.49785058,33.78919792,175.8637129,0,1.824450394
2023-01-05T04:00:00.000,-0.0000278,0.620542168,16.64479939,33.16323757,260.5717138,0,1.778120468
2023-01-05T05:00:00.000,0,0.925785205,15.96138755,33.60546271,235.8201548,0,2.111403386
2023-01-05T06:00:00.000,2.812305551,1.253677384,16.82009506,32.95774523,197.8615088,0,17.22074262
2023-01-05T07:00:00.000,10.84056119,1.713432572,23.19373353,18.42222659,152.9293194,0,38.7311457
2023-01-05T08:00:00.000,15.23127246,2.460268353,26.31663879,13.2323188,108.0681922,0,53.81666215
2023-01-05T09:00:00.000,20.25072273,3.50462366,28.8260603,11.77154318,130.2892151,0,67.34912682
2023-01-05T10:00:00.000,20.5275108,4.192423488,30.1203688,11.65954574,129.4674117,0,83.75596237
2023-01-05T11:00:00.000,20.50487757,4.728369632,31.55149206,11.40361222,144.2154605,0,89.44778697
2023-01-05T12:00:00.000,20.51203346,4.693443446,32.60814476,10.50137798,143.565134,0,97.81819216
2023-01-05T13:00:00.000,20.32023366,4.144420628,33.7127072,9.519797643,141.844553,0,101.0221017
2023-01-05T14:00:00.000,20.05439933,4.201158092,33.9839735,8.716898203,132.7532832,0,84.858874
2023-01-05T15:00:00.000,19.37381109,3.927145872,34.58348433,7.8811421,131.6684424,0,81.98338445
2023-01-05T16:00:00.000,17.99755001,4.461114995,34.56345558,7.454953392,129.8670387,0,88.32505035
2023-01-05T17:00:00.000,13.95152787,3.501028725,34.09976451,7.308821162,140.0808665,0,75.58846378
2023-01-05T18:00:00.000,5.725655397,3.467624644,32.85498556,7.816252669,133.9882526,0,53.92409865
2023-01-05T19:00:00.000,0.349261107,3.174445188,31.10898034,8.693155607,135.070336,0,17.72310102
2023-01-05T20:00:00.000,0,2.147544574,28.60468849,9.899178902,119.8595486,0,3.080781957
2023-01-05T21:00:00.000,0,1.567892539,24.60562054,12.34850772,87.35385354,0,3.401526431
2023-01-05T22:00:00.000,0,1.059479595,22.19831721,14.19410984,59.68219503,0,2.154627413
2023-01-05T23:00:00.000,0,0.641221934,20.96323029,15.96335403,78.00399176,0,1.989007066
2023-01-06T00:00:00.000,0,0.680579671,20.05082671,17.78321727,139.223433,0,1.840820193
2023-01-06T01:00:00.000,0,0.848758726,18.7615935,21.27995332,230.3846499,0,1.893870443
2023-01-06T02:00:00.000,0,1.262902182,17.6059049,24.14908361,242.7447294,0,1.937443743
2023-01-06T03:00:00.000,0,0.752439392,16.46573941,26.91555405,252.7874146,0,1.875480413
2023-01-06T04:00:00.000,-0.0000556,0.685598204,16.19160136,28.34297148,196.0768147,0,1.570291857
2023-01-06T05:00:00.000,0,0.659160612,15.35356983,30.27414004,241.3756981,0,2.534669975
2023-01-06T06:00:00.000,2.823152811,1.307289366,17.61792493,26.82057667,127.004631,0,18.90144328
2023-01-06T07:00:00.000,10.92679461,5.393600397,23.67113129,22.74086587,115.3696664,0,40.81590716
2023-01-06T08:00:00.000,15.79324508,5.738886947,25.18792947,22.96702099,125.1397546,0,55.34359964
2023-01-06T09:00:00.000,19.86971696,5.020438917,26.5840977,21.90115166,118.1731879,0,68.39486949
2023-01-06T10:00:00.000,20.92183304,5.093114985,27.91706642,20.35717742,127.4684448,0,80.55451393
2023-01-06T11:00:00.000,20.83622726,5.008453804,29.44645993,18.03750006,126.4931838,0,84.794487
2023-01-06T12:00:00.000,20.90436999,5.613496821,30.71163241,16.01442011,126.7756246,0,89.65005493
2023-01-06T13:00:00.000,19.92817434,5.144745298,31.48409176,14.12215718,130.6934681,0,91.71356392
2023-01-06T14:00:00.000,20.07514445,4.988833352,31.94323619,13.33268396,130.3094444,0,82.82878621
2023-01-06T15:00:00.000,19.1897583,4.867915675,32.27784443,12.77811694,122.322305,0,75.62822978
2023-01-06T16:00:00.000,17.66871651,4.615616341,32.2623504,12.37821094,137.129626,0,72.16751798
2023-01-06T17:00:00.000,13.18640828,5.307790115,31.56737296,12.77833374,136.8428898,0,60.53228124
2023-01-06T18:00:00.000,4.625588884,4.86007609,30.28182681,13.19743697,133.6396058,0,42.3022143
2023-01-06T19:00:00.000,0.27952498,3.843992183,28.59713602,13.60547487,136.3585447,0,13.25548232
2023-01-06T20:00:00.000,0,3.152607376,27.09425195,13.9898506,134.6240629,0,2.365898589
2023-01-06T21:00:00.000,0,2.678058016,25.48547109,14.79107292,134.1161493,0,2.319023391
2023-01-06T22:00:00.000,0,2.986645152,24.40954034,15.15581942,139.7996241,0,1.892469347
2023-01-06T23:00:00.000,0,2.47596718,23.0426871,16.58688227,140.8966153,0,1.99028335
2023-01-07T00:00:00.000,0,1.758523059,21.60909923,17.60418526,136.4797236,0,2.261028677
2023-01-07T01:00:00.000,0,1.181716606,18.62696346,21.20464245,120.2074426,0,2.713657081
2023-01-07T02:00:00.000,0,0.881322392,15.71846549,25.68909311,206.7485237,0,2.567886611
2023-01-07T03:00:00.000,0,1.116219736,14.11421084,28.14349508,227.9180934,0,1.884975374
2023-01-07T04:00:00.000,0,0.82685165,13.41936525,29.63212903,225.0609779,0,1.751364976
2023-01-07T05:00:00.000,0,0.708440024,12.64457027,31.35252094,226.8744812,0,1.96626393
2023-01-07T06:00:00.000,2.572061018,1.138244862,14.49881991,28.88009612,198.9245707,0,16.83484268
2023-01-07T07:00:00.000,12.44191416,3.198725568,20.64805921,18.05736852,127.6535683,0,38.75835069
2023-01-07T08:00:00.000,18.37104162,4.889958792,23.25206629,14.25346438,110.13521,0,53.31714662
2023-01-07T09:00:00.000,21.17994483,4.808467588,25.20008167,13.86154,120.3604304,0,65.25646305
2023-01-07T10:00:00.000,21.10925007,4.688421132,26.88526615,12.52615468,126.4829585,0,79.337087
2023-01-07T11:00:00.000,21.3606383,4.580638519,28.17628988,11.00256761,120.3073222,0,78.70472972
2023-01-07T12:00:00.000,21.1970636,4.793105494,29.46838474,9.910045067,121.8445435,0,86.1521047
2023-01-07T13:00:00.000,20.98716927,5.243393757,30.62017059,9.199752967,137.0092456,0,90.31453832
2023-01-07T14:00:00.000,20.5247248,4.968428613,31.30103429,8.774688085,131.1090946,0,75.22162819
2023-01-07T15:00:00.000,19.88000838,4.855729451,31.60142485,8.396824439,137.9806366,0,66.99884733
2023-01-07T16:00:00.000,18.36368942,4.440655883,31.70528841,8.252186378,131.528087,0,63.77973366
2023-01-07T17:00:00.000,15.17131968,4.757643064,31.04621712,8.616808414,125.7522825,0,53.3463885
2023-01-07T18:00:00.000,5.541983296,4.914088472,29.96195428,9.100065311,122.3648872,0,39.25920439
2023-01-07T19:00:00.000,0.344519454,3.759114394,28.34982665,9.966557026,125.1477712,0,13.20738532
2023-01-07T20:00:00.000,0,1.999170039,26.10045958,11.1949145,117.4477005,0,2.782664418
2023-01-07T21:00:00.000,0,0.920331061,22.47427018,13.72069454,113.1291841,0,3.227674544
2023-01-07T22:00:00.000,0,0.724869964,19.36163839,17.45990292,86.65782007,0,2.612974922
2023-01-07T23:00:00.000,0,1.000915512,17.89524428,19.64132404,184.2651224,0,1.970284283
2023-01-08T00:00:00.000,0,0.955434671,16.91336234,20.85901181,95.84461244,0,1.792671929
2023-01-08T01:00:00.000,0,0.925672916,16.41852283,21.16717577,44.69150496,0,1.712538461
2023-01-08T02:00:00.000,0,0.512762488,15.79846509,21.75441853,113.0351693,0,1.657659272
2023-01-08T03:00:00.000,0,0.766465549,14.64283411,24.10937834,206.4312312,0,1.857569903
2023-01-08T04:00:00.000,-0.0000278,1.072376279,13.55850204,25.61703571,241.5975984,0,1.784777244
2023-01-08T05:00:00.000,0,0.90047354,12.7919147,27.7197725,237.6576589,0,1.914064964
2023-01-08T06:00:00.000,2.716013963,0.614025662,13.44626562,28.37934001,254.8365885,0,17.35828376
2023-01-08T07:00:00.000,11.13448346,1.300924548,20.50008837,17.85534803,138.6179555,0,38.99358733
2023-01-08T08:00:00.000,17.42963632,3.456481017,24.31355969,13.71973801,94.62080701,0,54.98121802
2023-01-08T09:00:00.000,20.77359184,4.415581823,26.52653281,12.95454868,109.8486112,0,65.5900224
2023-01-08T10:00:00.000,21.13210615,4.981078539,28.05774069,12.27245418,125.8388017,0,79.36751111
2023-01-08T11:00:00.000,21.02345498,4.582105545,29.37752517,11.19552477,129.6637904,0,80.01371447
2023-01-08T12:00:00.000,21.01228317,4.579758268,30.60917425,10.23425945,128.4311218,0,87.03477923
2023-01-08T13:00:00.000,20.80042521,4.30798405,31.89930964,9.357359409,143.9217498,0,89.6322848
2023-01-08T14:00:00.000,20.36112022,4.60083281,32.47496001,8.722286463,132.7830092,0,73.47153918
2023-01-08T15:00:00.000,19.55653032,4.193514011,33.04432805,7.987969637,132.388223,0,65.23155117
2023-01-08T16:00:00.000,18.47800605,4.114302796,33.18076992,7.885477424,133.404012,0,60.90014044
2023-01-08T17:00:00.000,16.16294964,4.021047767,32.43092251,7.86822331,130.7239838,0,50.68751113
2023-01-08T18:00:00.000,5.381941855,3.816267965,31.47093201,8.219442685,127.1990414,0,37.59129699
2023-01-08T19:00:00.000,0.315224987,3.711345207,29.46075694,8.985845645,120.6290684,0,12.97653929
2023-01-08T20:00:00.000,0,1.543759945,26.13376951,10.7131501,128.9010703,0,3.224545439
2023-01-08T21:00:00.000,0,0.774708828,22.11564891,13.53834271,169.3042259,0,3.200009127
2023-01-08T22:00:00.000,0,0.651113539,20.3302803,15.10278885,129.7820187,0,2.057932248
2023-01-08T23:00:00.000,0,0.810596151,19.00750669,17.33374675,-457.3037138,0,1.990871211
2023-01-09T00:00:00.000,0,1.306419297,18.07008235,18.8109347,131.4411697,0,1.86453113
2023-01-09T01:00:00.000,0,0.935603488,16.7908632,20.86455043,121.9045568,0,1.835804214
2023-01-09T02:00:00.000,0,0.818408924,15.95647661,22.71394968,234.7794965,0,1.76918292
2023-01-09T03:00:00.000,0,0.871634838,15.18532737,23.53493468,243.628643,0,1.770106196
2023-01-09T04:00:00.000,-0.0000667,1.080045929,14.31147369,23.80044715,230.9468892,0,1.765687446
2023-01-09T05:00:00.000,0,1.392326762,13.39798252,25.76358255,230.9758937,0,2.034762333
2023-01-09T06:00:00.000,2.47140557,1.05381886,13.70165467,27.07028087,214.2454459,0,14.80717492
2023-01-09T07:00:00.000,11.0961442,0.966851395,21.19267829,16.99419228,184.9314442,0,33.35016362
2023-01-09T08:00:00.000,16.63712255,2.083077552,25.97039779,12.43332855,107.4174074,0,50.09758631
2023-01-09T09:00:00.000,20.51613903,3.775949121,28.77570359,10.86681056,110.4947236,0,60.94405397
2023-01-09T10:00:00.000,20.64046065,4.420212555,30.57906644,9.742206891,118.9407056,0,76.40178998
2023-01-09T11:00:00.000,20.72735564,4.152696453,31.77869844,8.781275272,112.3419456,0,77.49384944
2023-01-09T12:00:00.000,20.54081647,3.47196817,32.78610134,8.058162649,101.5835257,0,83.49580956
2023-01-09T13:00:00.000,20.15342776,2.666739449,33.87457848,7.384965022,137.7199268,0,84.83933067
2023-01-09T14:00:00.000,19.82491668,2.999817491,34.29692491,7.029297074,130.1301079,0,70.56633631
2023-01-09T15:00:00.000,19.03075027,3.712049966,34.62797419,7.001665314,145.6807645,0,64.30661265
2023-01-09T16:00:00.000,17.91914431,2.686541431,34.52715937,6.900466323,138.0116323,0,59.44861221
2023-01-09T17:00:00.000,16.00430004,2.886590894,33.98393122,7.051782648,112.5786158,0,50.2900025
2023-01-09T18:00:00.000,5.154722323,3.068442018,33.04217116,7.442404946,128.5449664,0,36.89694738
2023-01-09T19:00:00.000,0.296611096,2.451347418,30.9667031,8.30542469,136.6929989,0,13.47209732
2023-01-09T20:00:00.000,0,1.659744694,26.84508499,10.49552329,124.8247445,0,3.697157661
2023-01-09T21:00:00.000,0,0.697193737,22.92720572,13.17669217,204.8535894,0,2.700411797
2023-01-09T22:00:00.000,0,0.661203794,21.55917597,14.31780807,270.6408056,0,2.098164966
2023-01-09T23:00:00.000,0,0.83401064,20.31229528,15.99054654,182.6233807,0,1.837662866
2023-01-10T00:00:00.000,0,0.995063314,19.09772603,17.76281023,228.9745391,0,1.942584008
2023-01-10T01:00:00.000,0,1.460954882,17.7651027,20.31912216,232.2102776,0,1.930222293
2023-01-10T02:00:00.000,0,0.66561721,16.5904305,23.46658103,267.0209287,0,1.909993688
2023-01-10T03:00:00.000,0,0.747918665,15.23893054,29.38685481,224.5568778,0,1.924803803
2023-01-10T04:00:00.000,-0.0000389,0.954531353,14.46097906,29.41584269,211.2381066,0,1.739691158
2023-01-10T05:00:00.000,0,1.212128245,13.78206984,32.60394478,190.1963206,0,1.917122602
2023-01-10T06:00:00.000,2.38230555,1.46941174,14.52067455,32.38544385,201.9468873,0,14.48416154
2023-01-10T07:00:00.000,10.82109451,0.714816918,23.56635873,18.09504676,185.0366688,0,31.78004773
2023-01-10T08:00:00.000,17.25588957,2.969040288,28.89239597,10.34852703,118.2276675,0,53.12150192
2023-01-10T09:00:00.000,20.21494929,3.234606832,31.1834054,9.082799037,97.34715589,0,62.30599308
2023-01-10T10:00:00.000,20.32450517,3.39590384,33.07756742,8.253026326,104.4045842,0,78.13032913
2023-01-10T11:00:00.000,20.19542201,3.912057673,34.56423473,7.596787333,127.0926692,0,80.28562737
2023-01-10T12:00:00.000,19.93007215,2.661882186,35.67454847,7.014589508,122.252243,0,88.0224158
2023-01-10T13:00:00.000,19.80001688,2.653972257,36.75388749,6.436500986,174.7126458,0,89.91163826
2023-01-10T14:00:00.000,19.46168884,2.827240901,37.05451043,5.950182756,158.4729945,0,76.10123444
2023-01-10T15:00:00.000,18.81038904,3.304579672,37.9175717,5.274639289,-54.56350581,0,66.62100665
2023-01-10T16:00:00.000,17.74138308,3.073387033,37.85388565,4.683297594,173.5949351,0,61.42648951
2023-01-10T17:00:00.000,15.48426127,2.702814483,37.19567617,4.820764581,156.9306691,0,51.77944692
2023-01-10T18:00:00.000,5.427933137,3.06229684,35.83596039,5.112710635,143.2847252,0,37.86496639
2023-01-10T19:00:00.000,0.294416661,2.186102055,33.50616407,5.649583737,145.4524651,0,14.36473795
2023-01-10T20:00:00.000,0,1.348371514,28.21242809,8.043483337,164.1092383,0,4.243359625
2023-01-10T21:00:00.000,0,0.678563785,24.34311899,10.32120355,150.0788692,0,2.644955019
2023-01-10T22:00:00.000,0,0.905692364,23.06264925,11.38434124,168.1634108,0,2.025626103
2023-01-10T23:00:00.000,0,0.90836729,21.86816899,12.42248162,253.8464025,0,1.849570394
2023-01-11T00:00:00.000,0,1.150496027,20.3277669,13.34496872,213.3721129,0,1.915062398
2023-01-11T01:00:00.000,0,1.644197296,19.47004239,17.08168586,215.3234119,0,1.573111663
2023-01-11T02:00:00.000,0,0.95605052,19.62698571,17.70329142,225.2098249,0,1.599289954
2023-01-11T03:00:00.000,0,0.93815147,19.24092388,18.85224024,232.9887482,0,1.685610722
2023-01-11T04:00:00.000,-0.0000444,0.808963926,18.93537728,20.55875492,249.2159551,0,1.651131342
2023-01-11T05:00:00.000,0,1.171150885,19.08940252,19.18540208,253.996741,0,1.82730186
2023-01-11T06:00:00.000,2.016249963,1.444074723,19.43093189,21.61577066,202.0432154,0,15.65326043
2023-01-11T07:00:00.000,10.08239452,1.093696149,26.62365246,15.33970197,233.2662837,0,35.07236926
2023-01-11T08:00:00.000,16.18389463,2.73781555,31.66621844,14.98132133,121.5970694,0,54.90790908
2023-01-11T09:00:00.000,19.25190004,3.151301084,33.55238628,15.4390343,93.12814458,0,66.66765753
2023-01-11T10:00:00.000,15.52898288,4.139073072,35.36601734,16.38254348,104.7722333,0,187.9682382
2023-01-11T11:00:00.000,17.40314742,5.189320181,36.46783765,14.75309205,126.0801601,0,190.2351824
2023-01-11T12:00:00.000,19.08691112,4.728067679,37.47907639,13.7437528,119.394729,0,154.2290859
2023-01-11T13:00:00.000,18.08366418,5.111269625,38.2331686,13.37277063,120.8577862,0,233.7709834
2023-01-11T14:00:00.000,15.93814174,4.824504385,38.59063148,12.63855807,119.6812363,0,229.1889318
2023-01-11T15:00:00.000,16.58294741,5.147152444,39.00056616,12.12078746,123.5703977,0,190.661274
2023-01-11T16:00:00.000,11.59491146,5.066709753,38.50183137,11.98250651,119.9006672,0,142.8311075
2023-01-11T17:00:00.000,13.20736651,5.031330814,38.37768046,11.69237018,129.9031302,0,90.84896533
2023-01-11T18:00:00.000,5.292344501,4.941749619,37.50793997,11.88816953,124.7317924,0,51.85812283
2023-01-11T19:00:00.000,0.210811122,3.873727617,35.9944849,13.20938842,121.5504328,0,13.15565089
2023-01-11T20:00:00.000,0,3.325421269,34.57877636,14.79076099,118.1962179,0,2.333409856
2023-01-11T21:00:00.000,0,2.423732928,34.20956834,16.17019471,84.28380521,0,2.014689803
2023-01-11T22:00:00.000,0,2.048804291,33.01359463,18.59465138,93.76509285,0,2.827223082
2023-01-11T23:00:00.000,0,2.210061994,32.28904565,19.20164553,105.535621,0,2.060586989
2023-01-12T00:00:00.000,0,2.509150018,31.6941123,21.74953143,100.9547526,0,1.967491905
2023-01-12T01:00:00.000,0,3.216451905,30.95572376,21.80989027,102.4082972,0,2.375768741
2023-01-12T02:00:00.000,0,1.137730087,27.51220783,26.4846379,-148.1379391,0,3.688036859
2023-01-12T03:00:00.000,0,0.773809879,24.36142858,32.50039752,229.8520088,0,2.37936305
2023-01-12T04:00:00.000,-0.0000222,0.983013138,23.95566575,33.07661438,244.5296923,0,1.688862363
2023-01-12T05:00:00.000,0,1.115350694,23.79231119,32.67376312,242.7025693,0,2.160666764
